gender,emotion,labels,source,path
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_sa11.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_sa12.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_sa13.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_sa14.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_sa15.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_su01.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_su02.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_su03.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_su04.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_su05.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_su06.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_su07.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_su08.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_su09.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_su10.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_su11.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_su12.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_su13.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_su14.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JE_su15.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_a01.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_a02.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_a03.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_a04.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_a05.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_a06.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_a07.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_a08.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_a09.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_a10.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_a11.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_a12.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_a13.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_a14.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_a15.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_d01.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_d02.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_d03.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_d04.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_d05.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_d06.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_d07.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_d08.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_d09.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_d10.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_d11.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_d12.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_d13.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_d14.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_d15.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_f01.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_f02.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_f03.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_f04.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_f05.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_f06.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_f07.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_f08.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_f09.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_f10.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_f11.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_f12.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_f13.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_f14.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_f15.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_h01.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_h02.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_h03.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_h04.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_h05.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_h06.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_h07.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_h08.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_h09.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_h10.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_h11.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_h12.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_h13.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_h14.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_h15.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_n01.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_n02.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_n03.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_n04.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_n05.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_n06.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_n07.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_n08.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_n09.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_n10.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_n11.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_n12.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_n13.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_n14.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_n15.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_sa01.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_sa02.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_sa03.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_sa04.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_sa05.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_sa06.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_sa07.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_sa08.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_sa09.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_sa10.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_sa11.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_sa12.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_sa13.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_sa14.wav
male,sad,4,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_sa15.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_su01.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_su02.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_su03.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_su04.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_su05.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_su06.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_su07.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_su08.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_su09.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_su10.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_su11.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_su12.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_su13.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_su14.wav
male,surprise,8,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/JK_su15.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_a01.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_a02.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_a03.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_a04.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_a05.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_a06.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_a07.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_a08.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_a09.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_a10.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_a11.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_a12.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_a13.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_a14.wav
male,angry,5,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_a15.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_d01.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_d02.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_d03.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_d04.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_d05.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_d06.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_d07.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_d08.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_d09.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_d10.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_d11.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_d12.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_d13.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_d14.wav
male,disgust,7,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_d15.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_f01.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_f02.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_f03.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_f04.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_f05.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_f06.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_f07.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_f08.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_f09.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_f10.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_f11.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_f12.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_f13.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_f14.wav
male,fear,6,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_f15.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_h01.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_h02.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_h03.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_h04.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_h05.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_h06.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_h07.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_h08.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_h09.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_h10.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_h11.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_h12.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_h13.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_h14.wav
male,happy,3,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_h15.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_n01.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_n02.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_n03.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_n04.wav
male,neutral,1,SAVEE,/content/drive/Shared drives/מבוא ללמידה עמוקה - DL/פרויקט/Datasets/SAVEE/Audio/KL_n05.wav
